episode,global_step,episodes_completed,reward,loss,epsilon,steps,slices,current_max_slices,attempts,rejected_slices,covered,hard_total,crop_new_detection_gain,crop_new_detection_utility,crop_tp_gain,crop_fp_gain,crop_outcome_reward,val_recall,val_slices,val_score,val_mAP50,val_small_recall,val_fp_per_image,val_crops,val_benchmark_score
84,1188,84,8.695361,0.884103,0.92476,1,1,1,1,0,4,17,1,0.639567,1,1,1.819783,,,,,,,,
85,1190,85,-13.163584,0.879936,0.924633,17,1,1,4,3,0,1,2,0.968879,2,2,-0.115561,,,,,,,,
86,1197,86,-15.859234,0.922732,0.92419,26,1,1,4,3,4,4,2,1.047579,1,1,0.823789,,,,,,,,
87,1203,87,8.559639,0.693655,0.92381,2,1,1,1,0,0,26,4,2.156102,3,1,8.578051,,,,,,,,
88,1211,88,5.763287,0.656138,0.923303,11,1,1,2,1,1,1,5,2.279368,6,6,10.139684,,,,,,,,
89,1212,89,-1.174429,0.754268,0.92324,13,1,1,3,2,2,7,1,0.36195,1,1,-0.719025,,,,,,,,
90,1241,90,6.184576,0.758817,0.921403,20,1,1,3,2,2,44,10,4.061511,7,5,14.330755,,,,,,,,
91,1246,91,1.293584,0.835778,0.921087,7,1,1,1,0,2,78,4,2.008686,1,4,-1.995657,,,,,,,,
92,1309,92,0.632604,0.671112,0.917097,7,1,1,1,0,0,2,2,0.982887,1,1,1.991443,,,,,,,,
93,1339,93,36.758853,0.584555,0.915197,8,1,1,2,1,7,40,11,4.797447,10,1,30.898723,,,,,,,,
94,1340,94,14.776301,0.608356,0.915133,8,1,1,2,1,4,20,7,3.502898,6,3,14.051449,,,,,,,,
95,1348,95,7.059291,0.694249,0.914627,10,1,1,3,2,2,10,7,3.497259,5,4,9.548629,,,,,,,,
96,1362,96,0.505612,0.616031,0.91374,12,1,1,2,1,0,9,7,3.670199,3,5,2.1351,,,,,,,,
97,1367,97,-15.010708,0.721825,0.913423,21,1,1,4,3,0,53,4,1.67536,1,3,-3.06232,,,,,,,,
98,1377,98,99.695197,0.678207,0.91279,16,1,1,3,2,11,257,43,20.131582,34,12,94.065791,,,,,,,,
99,1400,99,68.758027,0.661959,0.911333,19,1,1,4,3,3,38,46,26.557747,34,21,83.778873,,,,,,,,
